Rose-Hulman,Youndt,Timothy,3,6.13,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Long Jump,Jump
Rose-Hulman,Amankwah,Winston,4,6.1,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Long Jump,Jump
Rose-Hulman,Brownell,Kyle,2,6.06,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Long Jump,Jump
Rose-Hulman,Featherby           ,Colin,4,5.91,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Long Jump,Jump
Rose-Hulman,Hughes-Oliver,Marcus,4,5.8,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Long Jump,Jump
Rose-Hulman,Jordan,Parker,4,5.23,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Long Jump,Jump
Franklin,Wiley,Tivon,1,3.83,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Pole Vault,Jump
Hanover,Simmons,Jalen,4,3.98,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Pole Vault,Jump
Hanover,Johnson,Justin,4,3.83,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Pole Vault,Jump
Mount St. Joseph,Helms,Chayce,2,2.43,MSJ March Invitational,3/19/2022,Pole Vault,Jump
Rose-Hulman,McLaughlin,Logan,3,3.38,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Pole Vault,Jump
Earlham,Hubbard,Conner,3,11.9,MSJ March Invitational,3/19/2022,Shot Put,Throw
Franklin,Sigler,Noah,2,11.99,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Shot Put,Throw
Franklin,Arbogast,Jason,2,11.59,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Shot Put,Throw
Franklin,Wiley,Zak,3,11.49,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Shot Put,Throw
Franklin,Williams,Dalen,1,10.2,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Shot Put,Throw
Hanover,Kehoe,Jake,3,12.94,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Shot Put,Throw
Hanover,Stroud,Nick,4,12.65,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Shot Put,Throw
Mount St. Joseph,Brophy,Decklan,2,11.48,MSJ March Invitational,3/19/2022,Shot Put,Throw
Mount St. Joseph,Obert,Matt,2,9.47,MSJ March Invitational,3/19/2022,Shot Put,Throw
Mount St. Joseph,Hayes,Jonathan,3,9.44,MSJ March Invitational,3/19/2022,Shot Put,Throw
Mount St. Joseph,Womack,Austin,2,8.64,MSJ March Invitational,3/19/2022,Shot Put,Throw
Rose-Hulman,Walkowski,Andrew,3,12.79,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Shot Put,Throw
Rose-Hulman,Blackwell,Brayton,2,11.48,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Shot Put,Throw
Rose-Hulman,Youndt,Timothy,3,13.03,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Triple Jump,Jump
Rose-Hulman,Featherby           ,Colin,4,11.73,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Triple Jump,Jump
Rose-Hulman,Jordan,Parker,4,11.59,'22 Rose-Hulman Early Bird Invitational,3/19/2022,Triple Jump,Jump
Transylvania,Rottinghaus,Brett,1,11.4,Margaret Simmons Invite,3/25/2022,100 Meters,Run
Transylvania,Meader,Drew,2,04:23.9,Margaret Simmons Invite,3/25/2022,1500 Meters,Run
Transylvania,Kersting,Michael,3,04:24.6,Margaret Simmons Invite,3/25/2022,1500 Meters,Run
Transylvania,Nunn,Dalton,1,04:35.1,Margaret Simmons Invite,3/25/2022,1500 Meters,Run
Transylvania,Winter,Isaiah,3,04:35.4,Margaret Simmons Invite,3/25/2022,1500 Meters,Run
Transylvania,Boling,Ike,2,53.31,Margaret Simmons Invite,3/25/2022,400 Meters,Run
Transylvania,Nunn,Dalton,1,57.88,Margaret Simmons Invite,3/25/2022,400 Meters,Run
Transylvania,Stolz,Lennon,1,01:02.0,Margaret Simmons Invite,3/25/2022,400 Meters,Run
Transylvania,Peter,Daniel,4,01:02.9,Margaret Simmons Invite,3/25/2022,400 Meters,Run
